epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,16895.7,0.48491,0.37674,0.8587,0.6939,0.76059,0.73495,0.66746,0.38076,0.52822,0.85589,0.0010405,0.0010405,0.0010405
183,16988.4,0.48055,0.37493,0.85481,0.69434,0.75964,0.73274,0.66561,0.38108,0.52983,0.85611,0.000991,0.000991,0.000991
184,17081.2,0.48576,0.3804,0.85604,0.69516,0.75837,0.73301,0.6657,0.38028,0.52923,0.85586,0.0009415,0.0009415,0.0009415
185,17173.9,0.47885,0.37785,0.8515,0.67662,0.78204,0.73134,0.66335,0.38001,0.52871,0.85573,0.000892,0.000892,0.000892
186,17266.8,0.47029,0.36163,0.85497,0.67456,0.77775,0.73179,0.66323,0.3798,0.52632,0.85582,0.0008425,0.0008425,0.0008425
187,17359.5,0.47805,0.37329,0.85516,0.67928,0.77321,0.7323,0.66383,0.37965,0.52804,0.85582,0.000793,0.000793,0.000793
188,17452,0.47114,0.37422,0.85182,0.68135,0.76676,0.73254,0.66334,0.37999,0.5289,0.85573,0.0007435,0.0007435,0.0007435
189,17544.7,0.47251,0.36604,0.85333,0.66817,0.76703,0.73223,0.66282,0.38008,0.53099,0.85605,0.000694,0.000694,0.000694
190,17637.5,0.46678,0.36708,0.84967,0.67009,0.77267,0.73177,0.66277,0.38027,0.53174,0.85627,0.0006445,0.0006445,0.0006445
191,17731.9,0.43403,0.33439,0.84191,0.66203,0.77649,0.73051,0.66239,0.37984,0.53314,0.85588,0.000595,0.000595,0.000595
192,17824.4,0.43257,0.33034,0.84666,0.66214,0.77725,0.7308,0.66209,0.37997,0.53374,0.856,0.0005455,0.0005455,0.0005455
193,17917,0.41545,0.32447,0.83369,0.65979,0.77371,0.73034,0.66182,0.37962,0.53356,0.85586,0.000496,0.000496,0.000496
194,18013.3,0.43191,0.32706,0.84111,0.66517,0.77187,0.73173,0.66357,0.37842,0.53225,0.8556,0.0004465,0.0004465,0.0004465
195,18113,0.42047,0.32002,0.83838,0.67352,0.76306,0.73171,0.66348,0.37802,0.53018,0.85552,0.000397,0.000397,0.000397
196,18213.1,0.42179,0.31941,0.83531,0.66837,0.77178,0.73239,0.66496,0.37812,0.52979,0.8556,0.0003475,0.0003475,0.0003475
197,18312.6,0.42114,0.31964,0.83412,0.6673,0.76838,0.73295,0.66527,0.37781,0.52978,0.85573,0.000298,0.000298,0.000298
198,18411.8,0.42029,0.31646,0.83549,0.67196,0.7701,0.7332,0.66554,0.37753,0.52986,0.85573,0.0002485,0.0002485,0.0002485
199,18511.6,0.41812,0.3171,0.83713,0.67268,0.77165,0.73227,0.6652,0.37796,0.53095,0.85586,0.000199,0.000199,0.000199
200,18608.5,0.42272,0.31798,0.84075,0.67392,0.77151,0.73182,0.66415,0.37784,0.53187,0.85582,0.0001495,0.0001495,0.0001495
