epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,884.941,0.75275,0.64695,0.93162,0.81409,0.72427,0.79368,0.67539,0.55988,0.62309,0.87127,0.000753536,0.000753536,0.000753536
67,897.911,0.74349,0.64948,0.92385,0.7769,0.72858,0.77815,0.66558,0.54931,0.6705,0.87378,0.000748036,0.000748036,0.000748036
68,911.115,0.74638,0.63875,0.92528,0.78365,0.77388,0.83032,0.70043,0.58557,0.6687,0.88019,0.000742537,0.000742537,0.000742537
69,924.612,0.75015,0.64219,0.92646,0.7624,0.77644,0.81267,0.68454,0.58971,0.62967,0.88008,0.000737037,0.000737037,0.000737037
70,938.099,0.74224,0.63292,0.92354,0.76576,0.79455,0.82342,0.69483,0.5865,0.60493,0.88665,0.000731538,0.000731538,0.000731538
71,951.527,0.72348,0.61597,0.91881,0.8046,0.78441,0.81532,0.69442,0.55379,0.60349,0.87529,0.000726038,0.000726038,0.000726038
72,964.529,0.738,0.63072,0.92201,0.77229,0.77699,0.82013,0.69357,0.56339,0.63379,0.88137,0.000720539,0.000720539,0.000720539
73,978.075,0.7491,0.63553,0.92793,0.72982,0.64308,0.71293,0.59779,0.56623,0.85327,0.88192,0.00071504,0.00071504,0.00071504
74,991.776,0.73569,0.6137,0.91628,0.82808,0.79279,0.8366,0.70737,0.58567,0.60144,0.8812,0.00070954,0.00070954,0.00070954
75,1005.23,0.73803,0.62443,0.92232,0.67987,0.75198,0.76339,0.64467,0.55288,0.67395,0.88039,0.000704041,0.000704041,0.000704041
76,1018.47,0.72409,0.62701,0.91914,0.77821,0.80114,0.82829,0.70227,0.55651,0.59288,0.87584,0.000698541,0.000698541,0.000698541
77,1032.42,0.74878,0.62643,0.92589,0.85888,0.77274,0.85077,0.72636,0.54008,0.5703,0.87092,0.000693042,0.000693042,0.000693042
78,1045.92,0.75087,0.61794,0.92906,0.7568,0.81436,0.8321,0.70525,0.55746,0.59707,0.88235,0.000687542,0.000687542,0.000687542
79,1059.69,0.72631,0.6083,0.91874,0.78118,0.78979,0.82979,0.70079,0.56047,0.59557,0.87781,0.000682043,0.000682043,0.000682043
80,1073.16,0.71885,0.59742,0.91688,0.77394,0.82211,0.8339,0.71647,0.52539,0.5774,0.8669,0.000676543,0.000676543,0.000676543
81,1086.31,0.73206,0.62388,0.92071,0.76456,0.77125,0.80354,0.67846,0.56385,0.64161,0.87076,0.000671044,0.000671044,0.000671044
82,1099.99,0.7353,0.60868,0.92148,0.77586,0.77109,0.81706,0.70541,0.52714,0.65347,0.8662,0.000665545,0.000665545,0.000665545
83,1113.17,0.73732,0.61048,0.92206,0.76469,0.74286,0.77394,0.6568,0.55151,0.65589,0.87362,0.000660045,0.000660045,0.000660045
84,1126.79,0.70582,0.59661,0.9072,0.76603,0.79382,0.80973,0.6917,0.5369,0.64287,0.8706,0.000654546,0.000654546,0.000654546
85,1139.56,0.72853,0.60178,0.91913,0.8099,0.7566,0.80976,0.69052,0.52851,0.59587,0.868,0.000649046,0.000649046,0.000649046
86,1153.15,0.71845,0.60179,0.91583,0.71954,0.78338,0.7942,0.67304,0.54591,0.62644,0.87139,0.000643547,0.000643547,0.000643547
87,1166.36,0.71617,0.58277,0.9137,0.66617,0.65655,0.71464,0.57692,0.67041,1.10842,0.92444,0.000638047,0.000638047,0.000638047
88,1179.87,0.71804,0.597,0.91972,0.8112,0.77074,0.80142,0.69071,0.51166,0.59055,0.86058,0.000632548,0.000632548,0.000632548
89,1193.21,0.70009,0.59041,0.90871,0.77612,0.72135,0.77533,0.65445,0.5522,0.69531,0.86893,0.000627048,0.000627048,0.000627048
90,1206.65,0.72047,0.58321,0.91712,0.76882,0.80145,0.81203,0.70305,0.51852,0.59867,0.86986,0.000621549,0.000621549,0.000621549
91,1219.72,0.71896,0.58229,0.92028,0.81989,0.78192,0.83669,0.71062,0.54044,0.58187,0.87312,0.000616049,0.000616049,0.000616049
92,1233.55,0.72634,0.59236,0.9206,0.81049,0.78996,0.83917,0.71437,0.57076,0.57087,0.8794,0.00061055,0.00061055,0.00061055
93,1246.65,0.71364,0.58591,0.91242,0.70112,0.79092,0.77873,0.65677,0.57815,0.63746,0.87758,0.000605051,0.000605051,0.000605051
94,1259.71,0.71093,0.59203,0.91765,0.77654,0.75748,0.79092,0.67453,0.54712,0.61568,0.87329,0.000599551,0.000599551,0.000599551
95,1272.58,0.73009,0.59976,0.91795,0.78799,0.79122,0.8324,0.71428,0.52505,0.58482,0.86496,0.000594052,0.000594052,0.000594052
96,1285.94,0.69855,0.57774,0.90825,0.79817,0.78318,0.83488,0.70622,0.58211,0.61953,0.87766,0.000588552,0.000588552,0.000588552
97,1298.66,0.70255,0.57561,0.9118,0.75349,0.83864,0.84366,0.72974,0.50383,0.57316,0.86088,0.000583053,0.000583053,0.000583053
98,1311.97,0.70486,0.5877,0.90883,0.80366,0.78857,0.81806,0.70305,0.53771,0.58589,0.86416,0.000577553,0.000577553,0.000577553
99,1324.82,0.71349,0.59394,0.91457,0.75517,0.81263,0.83034,0.70905,0.54781,0.63873,0.88222,0.000572054,0.000572054,0.000572054
100,1337.93,0.70234,0.57594,0.90731,0.65697,0.7601,0.74527,0.63366,0.53977,0.66398,0.87496,0.000566554,0.000566554,0.000566554
101,1350.85,0.69896,0.5839,0.90865,0.73969,0.81682,0.81338,0.69468,0.53476,0.58279,0.8697,0.000561055,0.000561055,0.000561055
102,1364.03,0.71662,0.58455,0.91723,0.72689,0.82365,0.80206,0.68229,0.54867,0.59597,0.87607,0.000555556,0.000555556,0.000555556
103,1376.97,0.71089,0.57248,0.91971,0.72426,0.80799,0.81212,0.69876,0.51668,0.60735,0.86805,0.000550056,0.000550056,0.000550056
104,1390.69,0.71202,0.58361,0.91788,0.70131,0.76716,0.76754,0.65084,0.53475,0.61641,0.86927,0.000544557,0.000544557,0.000544557
105,1404.36,0.69609,0.5696,0.90708,0.71809,0.76433,0.77807,0.66748,0.52348,0.61993,0.86322,0.000539057,0.000539057,0.000539057
106,1417.72,0.69119,0.56322,0.90787,0.79085,0.78035,0.80521,0.69364,0.51228,0.57118,0.85971,0.000533558,0.000533558,0.000533558
107,1431.05,0.69999,0.56639,0.91534,0.79077,0.79144,0.80569,0.69163,0.51596,0.56781,0.8644,0.000528058,0.000528058,0.000528058
108,1444.32,0.69757,0.5637,0.91345,0.81018,0.7695,0.79903,0.67869,0.53101,0.58156,0.86876,0.000522559,0.000522559,0.000522559
109,1458.13,0.70778,0.57578,0.90871,0.74954,0.78865,0.81315,0.68778,0.54122,0.63671,0.87179,0.000517059,0.000517059,0.000517059
110,1471.37,0.68822,0.55725,0.90479,0.71799,0.71829,0.76022,0.65859,0.50561,0.63435,0.85807,0.00051156,0.00051156,0.00051156
111,1484.76,0.70575,0.56396,0.9076,0.77717,0.78151,0.80126,0.68465,0.5413,0.58653,0.87148,0.00050606,0.00050606,0.00050606
112,1498.6,0.69657,0.56067,0.90839,0.77061,0.75761,0.79708,0.67983,0.52753,0.59705,0.86465,0.000500561,0.000500561,0.000500561
113,1511.97,0.67143,0.54102,0.90237,0.75449,0.79478,0.79299,0.65919,0.59056,0.63716,0.8811,0.000495062,0.000495062,0.000495062
114,1525.36,0.6951,0.56465,0.9077,0.68782,0.81841,0.77151,0.66321,0.50673,0.61128,0.86507,0.000489562,0.000489562,0.000489562
115,1538.79,0.67495,0.54921,0.9026,0.73061,0.79359,0.78641,0.67262,0.51972,0.66179,0.86701,0.000484063,0.000484063,0.000484063
116,1552.86,0.68777,0.55211,0.90905,0.77679,0.79228,0.79954,0.6812,0.54363,0.59914,0.87161,0.000478563,0.000478563,0.000478563
117,1566.53,0.67674,0.55231,0.90287,0.81668,0.78434,0.81714,0.69949,0.52516,0.57174,0.8679,0.000473064,0.000473064,0.000473064
118,1580.71,0.67953,0.54949,0.90609,0.80075,0.78109,0.83321,0.70938,0.51776,0.58358,0.8666,0.000467564,0.000467564,0.000467564
119,1593.9,0.67859,0.54754,0.89974,0.79735,0.76743,0.79814,0.69082,0.50874,0.58482,0.8634,0.000462065,0.000462065,0.000462065
120,1607.77,0.68693,0.55188,0.90686,0.85794,0.77996,0.84139,0.72454,0.51496,0.54315,0.86092,0.000456565,0.000456565,0.000456565
