epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,7105.64,0.55572,0.46661,0.86995,0.62094,0.77573,0.70455,0.61761,0.42227,0.55565,0.8564,0.000892,0.000892,0.000892
186,7144.84,0.55955,0.46208,0.87046,0.62913,0.7653,0.70359,0.61822,0.42038,0.55207,0.85532,0.0008425,0.0008425,0.0008425
187,7183.58,0.55332,0.45669,0.86776,0.63399,0.75819,0.70264,0.6154,0.42135,0.55535,0.85652,0.000793,0.000793,0.000793
188,7222.9,0.55118,0.46007,0.86874,0.63202,0.75297,0.70099,0.61447,0.42181,0.55529,0.85758,0.0007435,0.0007435,0.0007435
189,7261.89,0.55299,0.45819,0.86702,0.62301,0.75886,0.70093,0.61567,0.42005,0.55769,0.85682,0.000694,0.000694,0.000694
190,7300.58,0.54309,0.45513,0.86367,0.65424,0.72467,0.69891,0.61388,0.42,0.56025,0.85742,0.0006445,0.0006445,0.0006445
191,7345.78,0.50405,0.42488,0.8599,0.65182,0.73607,0.70371,0.61845,0.41796,0.55255,0.85675,0.000595,0.000595,0.000595
192,7385.09,0.49899,0.41445,0.85792,0.63573,0.7362,0.69747,0.61432,0.41709,0.56145,0.8563,0.0005455,0.0005455,0.0005455
193,7424.17,0.49979,0.41123,0.85738,0.63421,0.73009,0.69499,0.61338,0.41599,0.56797,0.8557,0.000496,0.000496,0.000496
194,7463.41,0.49061,0.404,0.85412,0.6517,0.73902,0.69742,0.6134,0.417,0.56876,0.85638,0.0004465,0.0004465,0.0004465
195,7502.82,0.49266,0.40587,0.8548,0.65031,0.73213,0.69727,0.61301,0.41767,0.56894,0.85636,0.000397,0.000397,0.000397
