epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,3875.92,0.58361,0.55975,0.8958,0.63786,0.73363,0.70815,0.63503,0.40179,0.62474,0.85789,0.000297081,0.000297081,0.000297081
39,3970.37,0.58639,0.55997,0.89831,0.66204,0.75292,0.71114,0.63007,0.4081,0.55949,0.86269,0.000275084,0.000275084,0.000275084
40,4064.3,0.58557,0.55242,0.89473,0.74541,0.70027,0.69958,0.62211,0.39836,0.55268,0.85835,0.000253086,0.000253086,0.000253086
41,4159.34,0.52824,0.52062,0.88215,0.66882,0.76098,0.7333,0.64249,0.42895,0.52693,0.87058,0.000231088,0.000231088,0.000231088
42,4253.61,0.52197,0.50621,0.88255,0.69374,0.75891,0.72371,0.63939,0.42462,0.52134,0.87013,0.00020909,0.00020909,0.00020909
43,4347,0.5244,0.51467,0.88372,0.71135,0.65485,0.69079,0.61857,0.40053,0.56037,0.85656,0.000187092,0.000187092,0.000187092
44,4440.66,0.52105,0.50064,0.88473,0.78524,0.7145,0.72301,0.65174,0.38809,0.54497,0.85319,0.000165095,0.000165095,0.000165095
45,4534.92,0.5199,0.49564,0.8801,0.71791,0.74136,0.72929,0.65189,0.3924,0.50026,0.85569,0.000143097,0.000143097,0.000143097
46,4629.28,0.50179,0.4844,0.88103,0.67908,0.7704,0.74618,0.65293,0.42016,0.49183,0.86808,0.000121099,0.000121099,0.000121099
47,4723.8,0.50525,0.48653,0.87705,0.68067,0.76598,0.74081,0.64611,0.42567,0.49651,0.87136,9.91012e-05,9.91012e-05,9.91012e-05
48,4817.11,0.50382,0.48425,0.8752,0.67121,0.75252,0.73172,0.63579,0.43114,0.4892,0.86914,7.71034e-05,7.71034e-05,7.71034e-05
49,4910.62,0.49216,0.47094,0.87318,0.70684,0.76209,0.74545,0.65368,0.40944,0.47006,0.86663,5.51056e-05,5.51056e-05,5.51056e-05
50,5005.22,0.50061,0.46618,0.87329,0.66153,0.77339,0.73767,0.65166,0.40477,0.47463,0.8638,3.31078e-05,3.31078e-05,3.31078e-05
