epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,47.0501,1.04628,2.3762,0.98511,0.57201,0.27921,0.41474,0.29122,0.83227,2.71858,0.89789,0.000366772,0.000366772,0.000366772
2,85.7591,0.94117,1.49382,0.94973,0.71197,0.48546,0.53972,0.3885,0.77665,1.14695,0.92004,0.000729808,0.000729808,0.000729808
3,124.122,0.92657,1.21934,0.95335,0.6307,0.3933,0.41764,0.30194,0.84898,1.36569,0.97321,0.00108551,0.00108551,0.00108551
4,162.718,0.86755,1.03156,0.9421,0.65727,0.43171,0.46652,0.37002,0.71022,1.71679,0.92963,0.001078,0.001078,0.001078
5,201.091,0.84593,0.96185,0.93569,0.54519,0.31561,0.35492,0.2577,0.79341,1.48731,1.02795,0.001067,0.001067,0.001067
6,239.456,0.83273,0.91546,0.93287,0.74887,0.57006,0.6025,0.48925,0.67352,0.88783,0.89654,0.00105601,0.00105601,0.00105601
7,278.443,0.81284,0.8625,0.92251,0.78981,0.5938,0.60974,0.49091,0.63398,0.81705,0.89182,0.00104501,0.00104501,0.00104501
8,316.838,0.80123,0.834,0.92287,0.75744,0.62164,0.62468,0.51106,0.59794,0.82598,0.87055,0.00103401,0.00103401,0.00103401
9,354.874,0.7862,0.8241,0.91777,0.73045,0.59729,0.64262,0.51161,0.65993,0.83529,0.89203,0.00102301,0.00102301,0.00102301
10,392.949,0.78683,0.81723,0.91912,0.63671,0.57765,0.61006,0.46474,0.71372,1.00761,0.91932,0.00101201,0.00101201,0.00101201
11,430.535,0.77945,0.807,0.91448,0.55682,0.66871,0.66008,0.54576,0.57873,0.77436,0.87075,0.00100101,0.00100101,0.00100101
12,468.108,0.7784,0.78203,0.91414,0.76894,0.67364,0.68519,0.56484,0.56591,0.70917,0.87888,0.000990012,0.000990012,0.000990012
13,506.386,0.76046,0.76316,0.90829,0.70697,0.69091,0.65185,0.54669,0.56736,0.76146,0.86715,0.000979013,0.000979013,0.000979013
14,544.027,0.76642,0.77061,0.91182,0.59823,0.69888,0.68583,0.5758,0.55521,0.74323,0.86902,0.000968014,0.000968014,0.000968014
15,582.249,0.75415,0.75938,0.90945,0.67916,0.60808,0.64286,0.54265,0.56853,0.74463,0.86819,0.000957015,0.000957015,0.000957015
16,621.635,0.75475,0.74648,0.91017,0.83569,0.62311,0.69017,0.58598,0.5252,0.6929,0.8622,0.000946016,0.000946016,0.000946016
17,660.748,0.74436,0.72902,0.90344,0.65357,0.5731,0.60085,0.48079,0.63518,0.79999,0.90002,0.000935018,0.000935018,0.000935018
18,699.34,0.74005,0.72908,0.90173,0.60977,0.71284,0.68747,0.57609,0.53633,0.68271,0.86142,0.000924019,0.000924019,0.000924019
19,737.417,0.72825,0.72519,0.89935,0.56743,0.51128,0.5071,0.37994,0.70803,0.97985,0.92418,0.00091302,0.00091302,0.00091302
20,776.217,0.73119,0.73507,0.90429,0.56476,0.73313,0.66889,0.57206,0.49785,0.69184,0.85394,0.000902021,0.000902021,0.000902021
21,813.735,0.73058,0.70726,0.90327,0.62747,0.73457,0.71449,0.60824,0.51618,0.66415,0.85651,0.000891022,0.000891022,0.000891022
22,853.975,0.71508,0.69374,0.89636,0.59196,0.62284,0.61567,0.50497,0.63001,0.81188,0.88501,0.000880023,0.000880023,0.000880023
23,890.995,0.71314,0.69101,0.89657,0.66472,0.72686,0.72096,0.616,0.51853,0.6384,0.86032,0.000869024,0.000869024,0.000869024
24,928.928,0.73016,0.69979,0.90103,0.61668,0.69721,0.68586,0.58466,0.5444,0.74959,0.86863,0.000858025,0.000858025,0.000858025
25,967.468,0.71341,0.68504,0.90021,0.80292,0.62792,0.67415,0.57784,0.51667,0.67484,0.85772,0.000847026,0.000847026,0.000847026
26,1006.71,0.70213,0.68053,0.89437,0.74618,0.73015,0.73477,0.62794,0.49534,0.60415,0.85141,0.000836027,0.000836027,0.000836027
27,1045.21,0.71778,0.68283,0.89869,0.69588,0.58926,0.56025,0.43877,0.69091,1.10603,0.91065,0.000825029,0.000825029,0.000825029
28,1084.72,0.70575,0.68253,0.89744,0.63605,0.74245,0.71359,0.6198,0.50844,0.63919,0.85313,0.00081403,0.00081403,0.00081403
29,1123.61,0.69375,0.67226,0.89282,0.6854,0.68903,0.68226,0.57472,0.51866,0.62697,0.85747,0.000803031,0.000803031,0.000803031
30,1163.27,0.69653,0.67572,0.89172,0.65834,0.66953,0.69064,0.5791,0.56233,0.70197,0.87296,0.000792032,0.000792032,0.000792032
